Id,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Complain,Age,Customer_Tenure,children,Is_Parent,Total_Spent,Education_Label,Marital_Status_Label,Cluster,PCA1,PCA2,Segment
10560,1980,PhD,Single,36802.0,1,0,2014-06-16,23,16.0,1.0,5.0,0.0,0.0,1.0,1,1,0,3,5,0,0,45,11,1,1,23.0,4,4,2,-2.485549839705236,-1.5877288411993484,Budget
1818,1971,PhD,Together,29732.0,1,0,2014-03-25,23,25.0,0.0,8.0,0.0,1.0,4.0,1,2,0,2,9,0,0,54,11,1,1,38.0,4,5,2,-2.951091735088523,-0.7108754864889119,Budget
4248,1960,Master,Single,98777.0,0,0,2014-02-17,23,1000.0,19.0,689.0,125.0,115.0,38.0,0,4,6,9,1,0,0,65,11,0,0,1986.0,3,4,1,4.883285268352417,-2.113294473368796,Premium
7451,1960,Master,Single,98777.0,0,0,2014-02-17,23,1000.0,19.0,689.0,125.0,115.0,38.0,0,4,6,9,1,0,0,65,11,0,0,1986.0,3,4,1,4.883285268352417,-2.113294473368796,Premium
5232,1965,Graduation,Married,69139.0,0,1,2014-01-27,23,86.0,12.0,75.0,33.0,15.0,6.0,1,4,1,5,4,0,0,60,11,1,1,227.0,2,3,2,-0.5655660513406376,-1.486546746145645,Budget
3011,1965,Graduation,Married,69139.0,0,1,2014-01-27,23,86.0,12.0,75.0,33.0,15.0,6.0,1,4,1,5,4,0,0,60,11,1,1,227.0,2,3,2,-0.5655660513406376,-1.486546746145645,Budget
5758,1982,Graduation,Married,65169.0,0,0,2014-01-14,23,1004.0,0.0,69.0,0.0,0.0,46.0,1,10,4,13,6,1,0,43,11,0,0,1119.0,2,3,0,1.342596903687016,0.8646920541789961,Mid-tier
2173,1952,Graduation,Widow,40049.0,0,1,2013-10-16,23,13.0,6.0,7.0,0.0,3.0,3.0,1,1,0,3,6,0,0,73,12,1,1,32.0,2,6,2,-2.2490338553652864,-0.8372421633311916,Budget
11187,1978,Basic,Single,26487.0,1,0,2013-05-20,23,3.0,8.0,10.0,12.0,14.0,23.0,3,2,1,3,5,0,0,47,12,1,1,70.0,1,4,2,-2.1163430920267587,-0.45401685250196855,Budget
1726,1970,Graduation,Single,22585.0,0,0,2013-03-18,23,3.0,9.0,15.0,13.0,2.0,39.0,1,1,1,2,9,1,0,55,12,0,0,81.0,2,4,2,-2.6608434135908943,-0.3344929000217903,Budget
1802,1971,Graduation,Married,64795.0,0,1,2013-01-17,23,412.0,5.0,119.0,38.0,29.0,77.0,3,3,3,12,2,0,0,54,12,1,1,680.0,2,3,0,1.209409070599684,-0.04363768930248435,Mid-tier
2114,1946,PhD,Single,82800.0,0,0,2012-11-24,23,1004.0,22.0,115.0,59.0,68.0,45.0,1,7,6,12,3,1,0,79,13,0,0,1313.0,4,4,1,3.4271049746938345,1.0808173299584591,Premium
4261,1946,PhD,Single,82800.0,0,0,2012-11-24,23,1004.0,22.0,115.0,59.0,68.0,45.0,1,7,6,12,3,1,0,79,13,0,0,1313.0,4,4,1,3.4271049746938345,1.0808173299584591,Premium
2457,1975,Basic,Married,30801.0,0,1,2012-10-26,23,8.0,4.0,5.0,15.0,2.0,11.0,2,1,0,3,7,0,0,50,13,1,1,45.0,1,3,2,-2.529366915094792,0.06281203649284858,Budget
2495,1974,Master,Married,83891.0,0,1,2014-06-20,24,217.0,38.0,350.0,111.0,85.0,15.0,1,4,7,10,1,0,0,51,11,1,1,816.0,3,3,1,3.080098981076297,-2.2140864300792744,Premium
3436,1969,Graduation,Married,14045.0,1,0,2014-01-26,24,11.0,0.0,5.0,2.0,1.0,1.0,1,1,0,3,7,0,0,56,11,1,1,20.0,2,3,2,-3.026283965723038,-1.3006310961813372,Budget
7505,1957,PhD,Married,44155.0,1,1,2014-01-19,24,22.0,1.0,9.0,0.0,0.0,14.0,1,1,1,2,4,0,0,68,11,2,1,46.0,4,3,2,-2.002580607838797,-1.6291412401984078,Budget
7224,1977,Graduation,Married,31353.0,1,1,2013-12-29,24,10.0,0.0,10.0,3.0,1.0,7.0,2,1,1,2,8,0,0,48,12,2,1,31.0,2,3,2,-2.78648843350619,-0.33313975760745895,Budget
6215,1977,Graduation,Married,31353.0,1,1,2013-12-29,24,10.0,0.0,10.0,3.0,1.0,7.0,2,1,1,2,8,1,0,48,12,2,1,31.0,2,3,2,-2.78648843350619,-0.33313975760745895,Budget
968,1968,Master,Divorced,41335.0,1,0,2013-12-26,24,112.0,19.0,21.0,16.0,14.0,5.0,3,4,1,4,7,0,0,57,12,1,1,187.0,3,2,2,-1.5559699777840792,0.39203989910809045,Budget
4096,1968,Master,Divorced,41335.0,1,0,2013-12-26,24,112.0,19.0,21.0,16.0,14.0,5.0,3,4,1,4,7,0,0,57,12,1,1,187.0,3,2,2,-1.5559699777840792,0.39203989910809045,Budget
6504,1975,2n Cycle,Together,19789.0,1,0,2013-11-20,24,3.0,5.0,9.0,28.0,6.0,28.0,3,2,1,3,5,0,0,50,12,1,1,79.0,0,5,2,-2.200046605886447,-0.5103380494282419,Budget
5329,1949,PhD,Divorced,35946.0,1,1,2013-09-27,24,8.0,0.0,5.0,0.0,0.0,1.0,1,0,0,3,5,0,0,76,12,2,1,14.0,4,2,2,-2.333093999702851,-0.9214745719428878,Budget
1175,1983,Master,Married,36262.0,0,0,2013-09-20,24,88.0,39.0,54.0,64.0,28.0,153.0,1,3,5,3,6,1,0,42,12,0,0,426.0,3,3,2,0.0766958600284074,-0.3182599299216035,Budget
1377,1954,Master,Widow,44551.0,0,1,2013-08-31,24,182.0,4.0,33.0,0.0,0.0,66.0,2,4,1,5,7,0,0,71,12,1,1,285.0,3,6,2,-1.252973509768501,0.5828919360240272,Budget
4607,1959,Graduation,Together,71367.0,0,0,2013-08-23,24,227.0,23.0,389.0,42.0,21.0,75.0,1,4,5,7,2,0,0,66,12,0,0,777.0,2,5,1,1.6651369882376323,-0.9879856708833207,Premium
4944,1959,Graduation,Together,71367.0,0,0,2013-08-23,24,227.0,23.0,389.0,42.0,21.0,75.0,1,4,5,7,2,0,0,66,12,0,0,777.0,2,5,1,1.6651369882376323,-0.9879856708833207,Premium
9483,1959,Graduation,Together,57957.0,0,1,2013-08-19,24,290.0,59.0,177.0,77.0,5.0,29.0,7,4,6,8,3,0,1,66,12,1,1,637.0,2,5,0,1.263867402631317,0.8210221270172312,Mid-tier
1378,1972,2n Cycle,Together,50334.0,0,1,2013-07-24,24,284.0,16.0,160.0,84.0,16.0,134.0,6,7,4,6,6,0,0,53,12,1,1,694.0,0,5,0,0.8118511710095068,1.7062421220252928,Mid-tier
2807,1969,Graduation,Married,56796.0,0,1,2013-02-16,24,656.0,38.0,161.0,62.0,47.0,37.0,3,8,9,7,7,0,0,56,12,1,1,1001.0,2,3,0,1.9201576805190106,1.1107978486740266,Mid-tier
1052,1969,Graduation,Married,56796.0,0,1,2013-02-16,24,656.0,38.0,161.0,62.0,47.0,37.0,3,8,9,7,7,0,0,56,12,1,1,1001.0,2,3,0,1.9201576805190106,1.1107978486740266,Mid-tier
9760,1963,PhD,Widow,52278.0,0,1,2013-01-25,24,953.0,0.0,71.0,0.0,0.0,172.0,6,10,5,10,8,1,0,62,12,1,1,1196.0,4,6,0,1.418972368706853,3.9470332245796125,Mid-tier
7101,1963,PhD,Widow,52278.0,0,1,2013-01-25,24,953.0,0.0,71.0,0.0,0.0,172.0,6,10,5,10,8,0,0,62,12,1,1,1196.0,4,6,0,1.418972368706853,3.9470332245796125,Mid-tier
2535,1978,Master,Married,88097.0,1,0,2012-08-18,24,163.0,0.0,480.0,0.0,125.0,75.0,1,6,5,8,9,1,0,47,13,1,1,843.0,3,3,1,1.9474868034846737,1.0591186013332585,Premium
1839,1974,Graduation,Single,43322.0,0,0,2014-04-21,25,56.0,7.0,48.0,10.0,2.0,18.0,1,3,0,4,7,0,0,51,11,0,0,141.0,2,4,2,-1.9823087132766455,-1.0264007920386335,Budget
9972,1955,PhD,Together,46015.0,1,1,2014-04-13,25,38.0,0.0,5.0,0.0,0.0,6.0,1,1,0,3,7,0,0,70,11,2,1,49.0,4,5,2,-2.3418327606086695,-1.0811390484399908,Budget
2945,1955,PhD,Together,46015.0,1,1,2014-04-13,25,38.0,0.0,5.0,0.0,0.0,6.0,1,1,0,3,7,0,0,70,11,2,1,49.0,4,5,2,-2.3418327606086695,-1.0811390484399908,Budget
9291,1959,Master,Married,34242.0,0,1,2014-03-23,25,8.0,2.0,5.0,0.0,0.0,1.0,1,0,0,3,5,0,0,66,11,1,1,16.0,3,3,2,-2.486207082276684,-1.6940783470341352,Budget
8594,1958,PhD,Widow,50520.0,0,1,2014-01-28,25,112.0,0.0,6.0,2.0,1.0,14.0,2,3,1,3,6,0,0,67,11,1,1,135.0,4,6,2,-1.7861695725390239,-0.6273575691300645,Budget
1592,1970,Graduation,Married,90765.0,0,0,2014-01-24,25,547.0,99.0,689.0,151.0,82.0,33.0,0,4,6,5,1,0,0,55,11,0,0,1601.0,2,3,1,4.395468061555787,-2.982153858195203,Premium
4310,1944,Graduation,Married,80589.0,0,0,2014-01-22,25,507.0,93.0,520.0,173.0,40.0,26.0,1,5,10,5,1,1,0,81,11,0,0,1359.0,2,3,1,4.286086473108197,-2.3225412675232775,Premium
6950,1958,Master,Married,49572.0,1,1,2013-12-15,25,35.0,1.0,16.0,0.0,1.0,1.0,2,2,0,3,7,0,0,67,12,2,1,54.0,3,3,2,-2.182197813067759,-0.15128478052551994,Budget
5909,1964,Graduation,Married,58512.0,0,1,2013-09-19,25,895.0,10.0,101.0,13.0,0.0,152.0,5,3,4,8,8,0,0,61,12,1,1,1171.0,2,3,0,0.6927556349730539,2.152147441220189,Mid-tier
9855,1952,PhD,Single,62000.0,0,1,2013-08-25,25,899.0,0.0,101.0,0.0,0.0,20.0,1,6,6,13,4,0,0,73,12,1,1,1020.0,4,4,0,1.498843473831583,0.6976408532136827,Mid-tier
975,1956,Graduation,Single,54252.0,1,1,2013-05-28,25,178.0,4.0,26.0,8.0,4.0,44.0,5,4,1,5,6,0,0,69,12,2,1,264.0,2,4,0,-1.1232191639410214,1.0814757245043762,Mid-tier
8754,1974,PhD,Together,45068.0,0,1,2013-05-16,25,14.0,0.0,5.0,0.0,0.0,3.0,1,1,0,2,7,0,0,51,12,1,1,22.0,4,5,2,-2.554029100903735,-0.6490468289643261,Budget
9984,1981,2n Cycle,Married,56337.0,1,1,2013-03-27,25,349.0,16.0,144.0,28.0,5.0,172.0,5,8,5,4,8,1,0,44,12,2,1,714.0,0,3,0,0.48519549823006924,2.10185533829293,Mid-tier
5527,1987,Graduation,Together,22434.0,1,0,2013-02-13,25,4.0,12.0,11.0,3.0,13.0,15.0,2,2,0,3,8,0,0,38,12,1,1,58.0,2,5,2,-2.705085696439306,-0.213822591233341,Budget
1351,1956,Master,Together,58656.0,0,1,2012-09-20,25,962.0,12.0,194.0,16.0,24.0,12.0,4,7,8,13,6,0,0,69,13,1,1,1220.0,3,5,0,2.0840107555004055,2.4268518081204404,Mid-tier
10629,1973,2n Cycle,Married,51381.5,1,0,2012-09-14,25,25.0,3.0,43.0,17.0,4.0,17.0,3,3,0,3,8,0,0,52,13,1,1,109.0,0,3,2,-2.012623637683423,0.722027206236305,Budget
10395,1986,Basic,Single,8940.0,1,0,2012-08-22,25,3.0,45.0,5.0,4.0,6.0,42.0,3,3,1,3,8,0,0,39,13,1,1,105.0,1,4,2,-2.3377948552697334,0.8111598376501324,Budget
6961,1974,Graduation,Married,26751.0,2,0,2014-05-22,26,3.0,1.0,5.0,0.0,3.0,1.0,1,1,0,2,8,0,0,51,11,2,1,13.0,2,3,2,-3.037129840552901,-1.237808691437249,Budget
10432,1974,Graduation,Divorced,19346.0,1,0,2014-01-30,26,3.0,0.0,9.0,3.0,6.0,2.0,1,1,0,3,8,0,0,51,11,1,1,23.0,2,2,2,-3.0175773239157686,-1.177577995006426,Budget
1542,1975,Graduation,Single,56243.0,1,2,2013-12-30,26,347.0,0.0,35.0,4.0,3.0,7.0,6,4,2,8,5,0,0,50,12,3,1,396.0,2,4,0,-0.7993585998929288,1.1890367575795024,Mid-tier
4141,1965,Graduation,Together,71613.0,0,0,2013-08-21,26,426.0,49.0,127.0,111.0,21.0,42.0,1,8,2,10,4,0,0,60,12,0,0,776.0,2,5,1,1.9205223884318894,-0.06037092138857933,Premium
1506,1975,Graduation,Single,42160.0,1,1,2013-06-28,26,48.0,9.0,45.0,3.0,15.0,20.0,4,2,1,4,6,1,0,50,12,2,1,140.0,2,4,2,-1.7997626933466995,0.14610436117237768,Budget
6347,1979,Basic,Single,15862.0,1,0,2013-06-27,26,3.0,1.0,5.0,11.0,9.0,10.0,1,1,0,3,8,0,0,46,12,1,1,39.0,1,4,2,-2.9520532361729224,-0.6751480784018641,Budget
9422,1989,Graduation,Married,38360.0,1,0,2013-05-31,26,36.0,2.0,42.0,20.0,21.0,10.0,2,2,1,4,3,0,0,36,12,1,1,131.0,2,3,2,-1.5629492912825138,-1.1110699006921056,Budget
1081,1957,PhD,Married,75283.0,1,2,2013-03-27,26,733.0,9.0,180.0,12.0,19.0,66.0,11,6,3,5,4,0,0,68,12,3,1,1019.0,4,3,0,0.8493001741031453,3.2406917454510653,Mid-tier
1012,1952,Graduation,Single,61823.0,0,1,2013-02-18,26,523.0,7.0,134.0,37.0,14.0,169.0,4,8,2,10,7,0,0,73,12,1,1,884.0,2,4,0,1.3273571940900433,2.343963045570898,Mid-tier
5453,1956,Master,Married,90226.0,0,0,2012-09-26,26,1004.0,108.0,649.0,173.0,125.0,108.0,1,4,7,12,2,0,0,69,13,0,0,2167.0,3,3,1,6.6130629175038,-0.3456061873894273,Premium
7532,1980,Graduation,Married,43586.0,0,1,2012-08-30,26,99.0,2.0,11.0,4.0,0.0,16.0,3,3,0,4,8,0,0,45,13,1,1,132.0,2,3,2,-2.1733656651586055,1.0126640530790236,Budget
8346,1974,Graduation,Single,32233.0,1,0,2012-08-19,26,138.0,15.0,35.0,25.0,11.0,72.0,2,6,2,2,9,1,0,51,13,1,1,296.0,2,4,2,-1.413682761172169,1.4168248661432288,Budget
3267,1963,Master,Together,57288.0,0,1,2014-06-25,27,527.0,0.0,21.0,0.0,0.0,60.0,3,8,1,8,6,0,0,62,11,1,1,608.0,3,5,0,-0.19423879467918448,0.9512573397535653,Mid-tier
8029,1988,Master,Single,90247.0,0,0,2014-04-29,27,1004.0,32.0,352.0,21.0,16.0,16.0,1,3,4,7,1,1,0,37,11,0,0,1441.0,3,4,1,1.9864827529765996,-1.7564750067756112,Premium
4376,1960,2n Cycle,Single,32218.0,0,0,2014-02-15,27,10.0,24.0,15.0,13.0,1.0,30.0,1,2,1,3,7,1,0,65,11,0,0,93.0,0,4,2,-2.049218328593667,-1.3160695196511276,Budget
6694,1964,Graduation,Married,75236.0,0,1,2013-11-25,27,438.0,66.0,400.0,12.0,38.0,114.0,1,8,3,13,4,0,0,61,12,1,1,1068.0,2,3,1,2.9277403375967284,0.39719126075121436,Premium
10573,1953,Graduation,Divorced,62551.0,0,0,2013-11-18,27,125.0,16.0,98.0,134.0,21.0,27.0,1,6,7,4,3,0,0,72,12,0,0,421.0,2,2,1,1.2386576038773829,-0.9038830495259995,Premium
10140,1983,PhD,Together,70123.0,0,0,2013-09-28,27,1004.0,0.0,396.0,23.0,0.0,1.0,1,5,7,4,3,0,0,42,12,0,0,1424.0,4,5,0,1.3724330901725246,-0.45494432988755124,Mid-tier
10277,1961,Graduation,Single,30081.0,0,1,2013-02-21,27,36.0,0.0,5.0,0.0,0.0,4.0,1,1,0,3,7,0,0,64,12,1,1,45.0,2,4,2,-2.626041400879156,-0.6439853596472601,Budget
4436,1976,Graduation,Single,20180.0,0,0,2013-02-20,27,18.0,42.0,24.0,15.0,20.0,18.0,1,2,1,4,7,0,0,49,12,0,0,137.0,2,4,2,-1.8786924641996443,-0.6898129775860914,Budget
2929,1976,Graduation,Single,20180.0,0,0,2013-02-20,27,18.0,42.0,24.0,15.0,20.0,18.0,1,2,1,4,7,0,0,49,12,0,0,137.0,2,4,2,-1.8786924641996443,-0.6898129775860914,Budget
6281,1966,Graduation,Divorced,55686.0,0,1,2013-02-14,27,673.0,0.0,199.0,37.0,47.0,26.0,2,6,3,5,4,0,0,59,12,1,1,982.0,2,2,0,0.7364071249035276,0.10177797764268659,Mid-tier
2574,1977,PhD,Married,61996.0,0,1,2013-01-31,27,1004.0,12.0,144.0,0.0,0.0,24.0,3,6,4,8,5,1,0,48,12,1,1,1184.0,4,3,0,0.7816276142441902,1.1309323004216247,Mid-tier
5955,1962,Graduation,Together,72025.0,0,0,2012-11-17,27,833.0,33.0,549.0,151.0,125.0,172.0,1,4,3,8,3,0,0,63,13,0,0,1863.0,2,5,1,4.478084068217365,0.07181417871714392,Premium
10343,1991,2n Cycle,Single,61618.0,0,0,2012-09-29,27,605.0,91.0,399.0,0.0,45.0,172.0,2,3,6,8,3,0,0,34,13,0,0,1312.0,0,4,1,2.7641699586686546,0.11103993519437608,Premium
3551,1954,Master,Together,60033.0,0,1,2014-03-29,28,62.0,1.0,57.0,19.0,11.0,48.0,2,2,1,5,2,0,0,71,11,1,1,198.0,3,5,2,-0.6792298612920535,-1.4345303774833311,Budget
4338,1983,Graduation,Single,39062.0,1,0,2014-03-25,28,23.0,0.0,9.0,0.0,0.0,12.0,1,1,0,3,4,0,0,42,11,1,1,44.0,2,4,2,-2.328233211387664,-1.9091189749401476,Budget
4444,1972,Graduation,Married,30023.0,1,0,2014-03-24,28,11.0,0.0,16.0,7.0,6.0,21.0,1,2,0,3,8,0,0,53,11,1,1,61.0,2,3,2,-2.6031541198385817,-0.9779428073959374,Budget
8230,1980,Graduation,Married,33228.0,1,0,2014-01-23,28,22.0,2.0,31.0,7.0,4.0,5.0,1,2,0,3,7,0,0,45,11,1,1,71.0,2,3,2,-2.53979713873134,-1.2740872376869308,Budget
2826,1967,Graduation,Married,22574.0,2,1,2013-10-28,28,25.0,0.0,8.0,2.0,0.0,2.0,2,2,0,3,7,0,0,58,12,3,1,37.0,2,3,2,-2.733466404867283,-0.23249286893575616,Budget
6222,1967,Graduation,Married,22574.0,2,1,2013-10-28,28,25.0,0.0,8.0,2.0,0.0,2.0,2,2,0,3,7,0,0,58,12,3,1,37.0,2,3,2,-2.733466404867283,-0.23249286893575616,Budget
7352,1957,Graduation,Married,55267.0,0,1,2013-10-21,28,161.0,28.0,136.0,32.0,3.0,45.0,4,3,4,6,3,0,0,68,12,1,1,405.0,2,3,0,0.12056558257648743,-0.054117456406192255,Mid-tier
10928,1958,Graduation,Together,66886.0,0,1,2013-09-16,28,315.0,4.0,62.0,41.0,31.0,146.0,2,7,1,7,5,0,0,67,12,1,1,599.0,2,5,0,0.8379036777685884,0.8624261964258205,Mid-tier
6168,1963,Graduation,Divorced,45146.0,1,1,2013-07-15,28,33.0,0.0,5.0,0.0,0.0,15.0,2,1,1,2,4,0,0,62,12,2,1,53.0,2,2,2,-2.012144344693003,-0.9069902903126448,Budget
4656,1990,2n Cycle,Single,51250.0,1,0,2013-03-30,28,342.0,32.0,230.0,34.0,32.0,40.0,5,10,5,4,9,0,0,35,12,1,1,710.0,0,4,0,0.27695766801959454,1.8407237621641512,Mid-tier
7798,1972,2n Cycle,Together,46344.0,0,1,2012-12-14,28,233.0,20.0,57.0,8.0,20.0,91.0,4,7,1,5,7,0,0,53,13,1,1,429.0,0,5,0,-0.5385810705414812,1.892592145059329,Mid-tier
9973,1963,Graduation,Married,50437.0,0,2,2012-10-17,28,370.0,9.0,92.0,6.0,9.0,4.0,3,7,1,8,7,0,0,62,13,2,1,490.0,2,3,0,-0.5133736158131773,1.7342928364732615,Mid-tier
4299,1960,Graduation,Together,70971.0,0,1,2012-09-21,28,1001.0,17.0,572.0,93.0,125.0,17.0,7,11,11,5,7,1,0,65,13,1,1,1825.0,2,5,1,4.081127157666216,3.0794315445531075,Premium
9931,1963,PhD,Married,4023.0,1,1,2014-06-23,29,5.0,0.0,5.0,1.0,1.0,1.0,15,0,0,0,19,0,0,62,11,2,1,13.0,4,3,2,-5.106186734401451,4.883686223987469,Budget
7828,1981,Master,Together,77882.0,0,0,2014-04-30,29,68.0,120.0,396.0,173.0,22.0,15.0,1,3,3,5,1,0,0,44,11,0,0,794.0,3,5,1,2.392040355832581,-3.0304892080045898,Premium
3595,1963,Graduation,Together,77226.0,0,1,2014-02-28,29,631.0,43.0,239.0,128.0,76.0,21.0,2,6,8,12,3,0,0,62,11,1,1,1138.0,2,5,1,3.5891932919443037,-0.9193637865747712,Premium
5735,1991,Master,Single,90638.0,0,0,2014-02-13,29,1004.0,120.0,689.0,94.0,125.0,96.0,1,3,4,10,1,0,0,34,11,0,0,2128.0,3,4,1,5.378590929409443,-2.1053324409263046,Premium
5350,1991,Master,Single,90638.0,0,0,2014-02-13,29,1004.0,120.0,689.0,94.0,125.0,96.0,1,3,4,10,1,1,0,34,11,0,0,2128.0,3,4,1,5.378590929409443,-2.1053324409263046,Premium
6357,1959,2n Cycle,Divorced,59052.0,0,1,2013-11-17,29,230.0,35.0,75.0,63.0,57.0,31.0,3,7,1,7,5,0,0,66,12,1,1,491.0,0,2,0,0.6370438147832207,0.30337288820793856,Mid-tier
3578,1949,Graduation,Divorced,49160.0,0,1,2013-10-20,29,122.0,21.0,43.0,25.0,10.0,15.0,2,3,1,6,6,0,0,76,12,1,1,236.0,2,2,2,-0.9417814993478266,-0.11504282092524123,Budget
153,1953,Graduation,Divorced,23272.0,0,0,2013-10-17,29,19.0,3.0,6.0,4.0,2.0,12.0,1,1,0,3,4,0,0,72,12,0,0,46.0,2,2,2,-2.276031584087449,-1.0882880229519254,Budget
10524,1963,Master,Divorced,49476.0,0,1,2013-06-20,29,386.0,23.0,95.0,54.0,41.0,172.0,4,2,11,5,2,0,0,62,12,1,1,771.0,3,2,1,1.9689345192660563,0.1757862405021821,Premium
1518,1965,Master,Married,62694.0,1,1,2013-06-17,29,379.0,6.0,157.0,25.0,91.0,91.0,5,9,3,7,7,0,0,60,12,2,1,749.0,3,3,0,1.238110306756869,2.1642808604993173,Mid-tier
6312,1959,Graduation,Married,65031.0,0,1,2013-03-17,29,258.0,107.0,291.0,84.0,37.0,86.0,4,10,3,13,7,0,0,66,12,1,1,863.0,2,3,1,2.849762684974793,1.6867608321362864,Premium
4406,1970,Graduation,Together,67419.0,0,1,2013-01-16,29,846.0,84.0,352.0,91.0,56.0,42.0,4,9,4,8,5,0,0,55,12,1,1,1471.0,2,5,1,3.0575066873775842,1.0620660170721115,Premium
10699,1985,Graduation,Married,44322.0,1,0,2014-06-16,30,46.0,0.0,40.0,3.0,0.0,3.0,2,3,0,3,8,0,0,40,11,1,1,92.0,2,3,2,-2.476579820827935,-0.6855712076507732,Budget
7516,1983,Graduation,Married,30096.0,1,0,2014-05-22,30,5.0,3.0,11.0,12.0,5.0,9.0,1,2,0,3,6,0,0,42,11,1,1,45.0,2,3,2,-2.490060425932347,-1.4598077884468281,Budget
3129,1983,Graduation,Married,30096.0,1,0,2014-05-22,30,5.0,3.0,11.0,12.0,5.0,9.0,1,2,0,3,6,0,0,42,11,1,1,45.0,2,3,2,-2.490060425932347,-1.4598077884468281,Budget
5121,1977,Graduation,Single,56628.0,0,1,2014-03-21,30,479.0,5.0,82.0,7.0,17.0,171.0,2,7,6,5,5,0,0,48,11,1,1,761.0,2,4,0,0.8963053985928998,0.3273831861511256,Mid-tier
2625,1954,2n Cycle,Single,42607.0,0,1,2013-11-17,30,156.0,29.0,56.0,30.0,32.0,47.0,2,3,2,7,3,0,0,71,12,1,1,350.0,0,4,2,-0.08669715229790866,-0.7241241964618319,Budget
1676,1975,Graduation,Married,43057.0,0,1,2013-10-30,30,213.0,2.0,44.0,0.0,2.0,5.0,4,4,2,5,5,0,0,50,12,1,1,266.0,2,3,2,-1.397924471820827,0.4034813527677615,Budget
5534,1975,Master,Married,47808.0,0,1,2013-10-20,30,123.0,1.0,26.0,2.0,0.0,72.0,2,3,2,3,7,0,0,50,12,1,1,224.0,3,3,2,-1.531481952583358,0.2151987769746227,Budget
7832,1959,Master,Married,77520.0,0,1,2013-08-28,30,940.0,44.0,396.0,0.0,88.0,58.0,1,8,7,7,4,1,0,66,12,1,1,1526.0,3,3,1,3.2899800047847707,0.3232205515322705,Premium
938,1981,Graduation,Married,40211.0,1,1,2013-07-30,30,51.0,1.0,7.0,2.0,1.0,25.0,2,2,1,2,8,0,0,44,12,2,1,87.0,2,3,2,-2.44787453234199,-0.1311866811430712,Budget
9967,1974,Graduation,Divorced,53034.0,1,1,2013-05-30,30,160.0,15.0,196.0,15.0,11.0,50.0,8,6,1,7,8,0,0,51,12,2,1,447.0,2,2,0,-0.6792591124414795,2.4788789870333483,Mid-tier
1087,1975,Master,Together,22669.0,1,0,2013-05-22,30,16.0,14.0,36.0,37.0,22.0,48.0,3,4,1,2,9,1,0,50,12,1,1,173.0,3,5,2,-2.0245415294309623,0.6873375388593999,Budget
6798,1966,Graduation,Single,37070.0,1,1,2013-03-20,30,231.0,7.0,137.0,4.0,15.0,39.0,9,5,1,8,7,1,0,59,12,2,1,433.0,2,4,0,-1.0004792448972875,2.6454319957414762,Mid-tier
4168,1966,Graduation,Single,37070.0,1,1,2013-03-20,30,231.0,7.0,137.0,4.0,15.0,39.0,9,5,1,8,7,1,0,59,12,2,1,433.0,2,4,0,-1.0004792448972875,2.6454319957414762,Mid-tier
6690,1966,Master,Married,38179.0,1,1,2013-03-14,30,38.0,4.0,22.0,4.0,2.0,20.0,4,3,1,3,7,0,0,59,12,2,1,90.0,3,3,2,-2.1039381881831547,0.6163570474534639,Budget
10602,1983,Graduation,Married,39922.0,1,0,2013-02-14,30,29.0,12.0,59.0,19.0,1.0,36.0,2,3,0,4,8,0,0,42,12,1,1,156.0,2,3,2,-1.9889871653023834,0.03193759008462936,Budget
3220,1983,Graduation,Married,39922.0,1,0,2013-02-14,30,29.0,12.0,59.0,19.0,1.0,36.0,2,3,0,4,8,0,0,42,12,1,1,156.0,2,3,2,-1.9889871653023834,0.03193759008462936,Budget
5424,1983,Graduation,Married,39922.0,1,0,2013-02-14,30,29.0,12.0,59.0,19.0,1.0,36.0,2,3,0,4,8,0,0,42,12,1,1,156.0,2,3,2,-1.9889871653023834,0.03193759008462936,Budget
7488,1963,Master,Single,64191.0,0,1,2013-01-22,30,420.0,15.0,186.0,151.0,38.0,15.0,3,5,3,13,3,0,0,62,12,1,1,825.0,3,4,1,2.0815741437224276,0.007931952095099462,Premium
5236,1979,Graduation,Together,77568.0,0,1,2012-08-25,30,1004.0,0.0,396.0,173.0,125.0,158.0,1,10,2,8,5,0,0,46,13,1,1,1856.0,2,5,1,4.319345569811631,1.378589679007142,Premium
9478,1985,Graduation,Single,66503.0,1,0,2012-08-14,30,91.0,64.0,128.0,65.0,3.0,50.0,2,4,3,6,3,0,0,40,13,1,1,401.0,2,4,0,0.6606251272968422,-0.290462066963247,Mid-tier
477,1986,Graduation,Married,83512.0,0,0,2014-06-17,31,1004.0,61.0,689.0,80.0,20.0,101.0,1,4,7,10,1,1,0,39,11,0,0,1955.0,2,3,1,4.2507763938737195,-1.611568232246837,Premium
7437,1988,Graduation,Single,27938.0,1,0,2014-04-28,31,13.0,0.0,8.0,2.0,1.0,5.0,1,1,0,4,3,0,0,37,11,1,1,29.0,2,4,2,-2.3749257577136085,-2.083722045466339,Budget
